# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
2.43      -17.93    0.22      0.22      -0.8      182.44    FHD        
356.69    -28.4     0.22      0.22      -0.8      182.44    FHD        
85.85     -27.22    0.22      0.22      0.0       180.0     MWACS      
36.18     -29.58    0.22      0.21      -1.82     180.0     MWACS      
352.13    -21.67    0.22      0.22      -0.8      182.44    FHD        
55.92     -42.06    0.22      0.22      -0.62     180.0     MWACS      
0.55      -30.9     0.22      0.22      -0.8      182.44    FHD        
63.79     -41.57    0.22      0.22      0.0       180.0     MWACS      
14.59     -29.76    0.22      0.22      0.0       180.0     MWACS      
340.04    -27.71    0.22      0.21      -1.25     180.0     MWACS      
351.32    -22.95    0.22      0.22      -0.8      182.44    FHD        
355.28    -17.44    0.22      0.22      -0.8      182.44    FHD        
6.67      -48.06    0.22      0.21      -1.38     180.0     MWACS      
37.24     -42.47    0.22      0.22      -0.31     180.0     MWACS      
8.21      -31.79    0.22      0.22      -0.8      182.44    FHD        
26.65     -44.45    0.22      0.21      -1.05     180.0     MWACS      
355.94    -27.97    0.22      0.22      -0.8      182.44    FHD        
344.88    -30.74    0.22      0.22      0.0       180.0     MWACS      
342.24    -49.71    0.22      0.21      -1.27     180.0     MWACS      
358.9     -49.66    0.22      0.21      -1.89     180.0     MWACS      
356.8     -32.84    0.22      0.22      -0.8      182.44    FHD        
16.47     -44.05    0.22      0.21      -0.83     180.0     MWACS      
358.58    -22.79    0.22      0.22      -0.8      182.44    FHD        
0.09      -17.91    0.22      0.22      -0.8      182.44    FHD        
37.19     -41.88    0.22      0.21      -1.24     180.0     MWACS      
355.04    -50.41    0.22      0.22      0.0       180.0     MWACS      
20.37     -46.31    0.22      0.21      -1.51     180.0     MWACS      
99.92     -50.89    0.22      0.21      -2.35     180.0     MWACS      
349.89    -46.06    0.22      0.21      -0.99     180.0     MWACS      
359.7     -50.59    0.22      0.21      -1.03     180.0     MWACS      
100.31    -47.32    0.22      0.21      -1.28     180.0     MWACS      
23.31     -49.67    0.22      0.21      -2.09     180.0     MWACS      
356.09    -25.46    0.22      0.22      -0.8      182.44    FHD        
56.3      -46.31    0.22      0.21      -1.61     180.0     MWACS      
346.88    -51.59    0.22      0.21      -1.3      180.0     MWACS      
357.9     -25.96    0.22      0.22      -0.8      182.44    FHD        
7.33      -30.21    0.22      0.22      -0.8      182.44    FHD        
342.66    -29.06    0.22      0.21      -1.37     180.0     MWACS      
5.98      -24.29    0.21      0.21      -0.8      182.44    FHD        
353.55    -34.13    0.21      0.21      -0.8      182.44    FHD        
106.67    -43.8     0.21      0.21      -0.8      180.0     MWACS      
59.48     -52.0     0.21      0.21      -1.74     180.0     MWACS      
97.27     -47.45    0.21      0.21      -1.04     180.0     MWACS      
12.76     -48.46    0.21      0.21      -1.21     180.0     MWACS      
3.86      -28.72    0.21      0.21      -0.8      182.44    FHD        
357.28    -32.05    0.21      0.21      -0.8      182.44    FHD        
351.3     -28.99    0.21      0.21      -0.8      182.44    FHD        
350.37    -23.21    0.21      0.21      -0.8      182.44    FHD        
335.73    -46.39    0.21      0.21      -1.3      180.0     MWACS      
4.47      -28.98    0.21      0.21      -0.8      182.44    FHD        
32.95     -42.13    0.21      0.21      0.0       180.0     MWACS      
3.89      -18.13    0.21      0.21      -0.8      182.44    FHD        
13.63     -45.01    0.21      0.21      -1.24     180.0     MWACS      
33.95     -49.63    0.21      0.21      -1.89     180.0     MWACS      
5.92      -25.82    0.21      0.21      -0.8      182.44    FHD        
33.45     -27.29    0.21      0.21      -1.77     180.0     MWACS      
35.99     -19.77    0.21      0.21      0.0       180.0     MWACS      
358.67    -20.72    0.21      0.21      -0.8      182.44    FHD        
14.35     -26.97    0.21      0.21      -0.11     180.0     MWACS      
19.72     -45.6     0.21      0.21      -0.63     180.0     MWACS      
27.03     -29.37    0.21      0.21      -1.02     180.0     MWACS      
14.35     -43.9     0.21      0.21      -1.64     180.0     MWACS      
6.97      -27.65    0.21      0.21      -0.8      182.44    FHD        
351.18    -44.87    0.21      0.21      -1.27     180.0     MWACS      
355.43    -33.46    0.21      0.21      -0.8      182.44    FHD        
23.32     -30.73    0.21      0.21      -0.96     180.0     MWACS      
339.9     -30.07    0.21      0.21      -0.96     180.0     MWACS      
39.26     -49.13    0.21      0.21      -0.26     180.0     MWACS      
95.13     -48.96    0.21      0.21      -0.92     180.0     MWACS      
95.14     -22.67    0.21      0.21      0.0       180.0     MWACS      
355.33    -28.05    0.21      0.21      -0.8      182.44    FHD        
5.07      -31.79    0.21      0.21      -0.8      182.44    FHD        
351.2     -27.9     0.21      0.21      -0.8      182.44    FHD        
357.28    -25.14    0.21      0.21      -0.8      182.44    FHD        
355.33    -17.81    0.21      0.21      -0.8      182.44    FHD        
2.08      -19.49    0.21      0.21      -0.8      182.44    FHD        
351.12    -21.32    0.21      0.21      -0.8      182.44    FHD        
355.98    -25.35    0.21      0.21      -0.8      182.44    FHD        
98.0      -47.13    0.21      0.21      -1.53     180.0     MWACS      
31.43     -46.36    0.21      0.21      -1.09     180.0     MWACS      
358.77    -52.06    0.21      0.21      -0.8      180.0     MWACS      
28.59     -51.13    0.21      0.21      -1.22     180.0     MWACS      
39.08     -42.9     0.21      0.21      -1.18     180.0     MWACS      
350.35    -23.38    0.21      0.21      -0.8      182.44    FHD        
56.91     -51.48    0.21      0.21      0.0       180.0     MWACS      
330.72    -47.37    0.21      0.21      -1.38     180.0     MWACS      
7.47      -28.94    0.21      0.21      -0.8      182.44    FHD        
44.55     -41.61    0.21      0.21      -1.15     180.0     MWACS      
337.31    -23.64    0.21      0.21      -0.49     180.0     MWACS      
351.79    -22.12    0.21      0.21      -0.8      182.44    FHD        
348.79    -53.91    0.21      0.21      0.0       180.0     MWACS      
34.16     -46.64    0.21      0.21      -0.54     180.0     MWACS      
353.99    -31.91    0.21      0.21      -0.8      182.44    FHD        
60.28     -43.14    0.21      0.21      0.03      180.0     MWACS      
329.73    -47.95    0.21      0.21      -1.03     180.0     MWACS      
352.51    -27.81    0.21      0.21      -0.8      182.44    FHD        
39.96     -46.67    0.21      0.21      -1.12     180.0     MWACS      
355.13    -21.17    0.21      0.21      -0.8      182.44    FHD        
354.51    -21.08    0.21      0.21      -0.8      182.44    FHD        
106.2     -44.47    0.21      0.21      -1.5      180.0     MWACS      
21.08     -49.35    0.21      0.21      -1.19     180.0     MWACS      
57.58     -43.8     0.21      0.21      -0.58     180.0     MWACS      
337.06    -23.3     0.21      0.21      -0.92     180.0     MWACS      
7.5       -24.4     0.21      0.21      -0.8      182.44    FHD        
343.11    -26.32    0.21      0.21      -1.19     180.0     MWACS      
58.94     -46.37    0.21      0.21      -1.39     180.0     MWACS      
56.53     -44.53    0.21      0.21      -1.2      180.0     MWACS      
15.97     -51.95    0.21      0.21      -1.58     180.0     MWACS      
345.12    -27.19    0.21      0.21      -1.03     180.0     MWACS      
325.98    -48.33    0.21      0.21      0.0       180.0     MWACS      
64.27     -50.82    0.21      0.2       -1.75     180.0     MWACS      
353.93    -27.07    0.21      0.21      -0.8      182.44    FHD        
0.69      -31.95    0.21      0.21      0.0       180.0     MWACS      
43.54     -47.67    0.21      0.21      -0.27     180.0     MWACS      
337.79    -45.5     0.21      0.21      -1.42     180.0     MWACS      
38.55     -48.76    0.21      0.2       -1.53     180.0     MWACS      
348.25    -26.38    0.21      0.21      -0.85     180.0     MWACS      
358.47    -22.28    0.21      0.21      -0.8      182.44    FHD        
331.31    -30.44    0.21      0.21      0.0       180.0     MWACS      
338.0     -51.28    0.21      0.21      -0.79     180.0     MWACS      
19.31     -51.29    0.21      0.21      -0.56     180.0     MWACS      
2.6       -32.15    0.21      0.21      -0.8      182.44    FHD        
25.95     -48.06    0.21      0.21      -1.03     180.0     MWACS      
346.6     -21.71    0.21      0.21      -0.69     180.0     MWACS      
357.82    -33.76    0.21      0.21      -0.8      182.44    FHD        
335.84    -45.33    0.21      0.21      0.0       180.0     MWACS      
354.86    -34.07    0.21      0.21      -0.8      182.44    FHD        
9.04      -28.37    0.21      0.21      -0.8      182.44    FHD        
0.92      -35.25    0.21      0.21      -0.8      182.44    FHD        
33.21     -48.87    0.21      0.21      -0.9      180.0     MWACS      
359.71    -17.45    0.21      0.21      -0.8      182.44    FHD        
25.77     -50.09    0.21      0.21      -0.81     180.0     MWACS      
344.48    -26.73    0.21      0.21      -0.44     180.0     MWACS      
348.14    -25.31    0.21      0.21      -0.62     180.0     MWACS      
341.83    -26.4     0.21      0.2       -1.24     180.0     MWACS      
2.68      -31.38    0.21      0.21      -0.8      182.44    FHD        
51.27     -42.36    0.21      0.2       -1.26     180.0     MWACS      
22.65     -49.03    0.21      0.2       -1.08     180.0     MWACS      
48.83     -46.47    0.21      0.21      0.0       180.0     MWACS      
5.06      -22.5     0.21      0.21      -0.8      182.44    FHD        
33.11     -27.2     0.21      0.21      -0.27     180.0     MWACS      
100.08    -47.68    0.21      0.21      0.0       180.0     MWACS      
13.92     -49.35    0.21      0.21      0.0       180.0     MWACS      
1.18      -17.18    0.21      0.21      -0.8      182.44    FHD        
2.18      -30.94    0.21      0.21      -0.8      182.44    FHD        
5.29      -28.66    0.21      0.21      -0.8      182.44    FHD        
43.41     -45.67    0.21      0.2       -0.87     180.0     MWACS      
21.7      -42.4     0.21      0.21      0.0       180.0     MWACS      
35.59     -44.24    0.21      0.2       -2.28     180.0     MWACS      
323.83    -50.11    0.21      0.2       -1.8      180.0     MWACS      
29.78     -45.26    0.21      0.2       -0.44     180.0     MWACS      
3.02      -33.2     0.21      0.21      -0.8      182.44    FHD        
26.93     -45.8     0.21      0.2       -1.32     180.0     MWACS      
356.51    -20.63    0.21      0.21      -0.8      182.44    FHD        
45.76     -42.89    0.21      0.21      -0.07     180.0     MWACS      
38.07     -43.12    0.21      0.2       -1.52     180.0     MWACS      
39.46     -43.78    0.21      0.21      0.0       180.0     MWACS      
49.71     -46.81    0.21      0.2       -0.42     180.0     MWACS      
97.83     -45.12    0.21      0.2       -1.46     180.0     MWACS      
64.94     -50.03    0.21      0.2       -0.83     180.0     MWACS      
358.7     -19.37    0.21      0.21      -0.8      182.44    FHD        
355.49    -45.19    0.21      0.21      0.0       180.0     MWACS      
356.28    -32.83    0.21      0.21      -0.8      182.44    FHD        
59.53     -49.72    0.21      0.2       -1.01     180.0     MWACS      
358.15    -33.79    0.2       0.2       -0.8      182.44    FHD        
24.48     -47.62    0.2       0.21      0.74      180.0     MWACS      
357.08    -19.87    0.2       0.2       -0.8      182.44    FHD        
357.68    -23.05    0.2       0.2       -0.8      182.44    FHD        
355.22    -34.1     0.2       0.2       -0.8      182.44    FHD        
91.57     -26.07    0.2       0.2       0.0       180.0     MWACS      
20.52     -48.49    0.2       0.2       -1.81     180.0     MWACS      
92.62     -48.13    0.2       0.2       -1.62     180.0     MWACS      
50.51     -49.53    0.2       0.2       -0.99     180.0     MWACS      
13.76     -30.38    0.2       0.21      0.78      180.0     MWACS      
341.25    -27.2     0.2       0.2       -1.34     180.0     MWACS      
6.21      -26.13    0.2       0.2       -0.8      182.44    FHD        
55.62     -42.59    0.2       0.2       -1.27     180.0     MWACS      
340.07    -43.88    0.2       0.2       -1.0      180.0     MWACS      
285.34    -60.89    0.2       0.97      -1.94     408.0     MRC        
25.95     -50.56    0.2       0.2       -0.57     180.0     MWACS      
18.85     -42.68    0.2       0.2       -0.8      180.0     MWACS      
1.54      -24.6     0.2       0.2       -0.8      182.44    FHD        
2.98      -20.03    0.2       0.2       -0.8      182.44    FHD        
